number,value,datetime_start,datetime_complete,duration,params_fill_strategy,params_freq_ratio,params_n_lags,params_reg_enet_l1,params_regression_model,params_selector,params_step_size,params_train_window,user_attrs_error_message,user_attrs_eval_mode,user_attrs_fill_strategy,user_attrs_freq_ratio,user_attrs_lf_freq,user_attrs_mae,user_attrs_mape,user_attrs_model,user_attrs_n_eval_points,user_attrs_n_features_input,user_attrs_n_features_used,user_attrs_n_folds,user_attrs_n_lags,user_attrs_n_model_used_vars,user_attrs_n_raw_features,user_attrs_n_sel_features,user_attrs_n_trans_features,user_attrs_regression_model,user_attrs_regression_params,user_attrs_rmse,user_attrs_runtime_sec,user_attrs_seed,user_attrs_selector_method,user_attrs_selector_params,user_attrs_status,user_attrs_step_size,user_attrs_train_window,user_attrs_window_type,state
149,0.006382542380178497,2026-04-21 18:03:05.324516,2026-04-21 18:03:09.444528,0 days 00:00:04.120012,zero,auto,6,,linear,none,1,100,,mixed_frequency,zero,auto,QE,0.005351514217534437,81.4480817595129,MIDAS,3.0,145.0,145.0,3.0,6.0,145.0,145.0,145.0,145.0,linear,{},0.006382542380178497,0.56,123.0,none,{},success,1.0,100.0,expanding,COMPLETE
150,0.006382542380178497,2026-04-21 18:03:09.582877,2026-04-21 18:03:13.787181,0 days 00:00:04.204304,zero,auto,6,,linear,none,1,100,,mixed_frequency,zero,auto,QE,0.005351514217534437,81.4480817595129,MIDAS,3.0,145.0,145.0,3.0,6.0,145.0,145.0,145.0,145.0,linear,{},0.006382542380178497,0.58,123.0,none,{},success,1.0,100.0,expanding,COMPLETE
151,0.006327646493207954,2026-04-21 18:03:13.958675,2026-04-21 18:03:17.716250,0 days 00:00:03.757575,zero,auto,6,,linear,none,3,100,,mixed_frequency,zero,auto,QE,0.005304061004051341,80.45293356916129,MIDAS,3.0,145.0,145.0,1.0,6.0,145.0,145.0,145.0,145.0,linear,{},0.006327646493207954,0.19,123.0,none,{},success,3.0,100.0,expanding,COMPLETE
152,0.006327646493207954,2026-04-21 18:03:17.852404,2026-04-21 18:03:21.706151,0 days 00:00:03.853747,zero,auto,6,,linear,none,3,100,,mixed_frequency,zero,auto,QE,0.005304061004051341,80.45293356916129,MIDAS,3.0,145.0,145.0,1.0,6.0,145.0,145.0,145.0,145.0,linear,{},0.006327646493207954,0.2,123.0,none,{},success,3.0,100.0,expanding,COMPLETE
153,0.006327646493207954,2026-04-21 18:03:21.832827,2026-04-21 18:03:25.648754,0 days 00:00:03.815927,zero,auto,6,,linear,none,3,100,,mixed_frequency,zero,auto,QE,0.005304061004051341,80.45293356916129,MIDAS,3.0,145.0,145.0,1.0,6.0,145.0,145.0,145.0,145.0,linear,{},0.006327646493207954,0.2,123.0,none,{},success,3.0,100.0,expanding,COMPLETE
154,0.006327646493207954,2026-04-21 18:03:25.770617,2026-04-21 18:03:29.575507,0 days 00:00:03.804890,zero,auto,6,,linear,none,3,100,,mixed_frequency,zero,auto,QE,0.005304061004051341,80.45293356916129,MIDAS,3.0,145.0,145.0,1.0,6.0,145.0,145.0,145.0,145.0,linear,{},0.006327646493207954,0.2,123.0,none,{},success,3.0,100.0,expanding,COMPLETE
155,0.006327646493207954,2026-04-21 18:03:29.697954,2026-04-21 18:03:33.436714,0 days 00:00:03.738760,zero,auto,6,,linear,none,3,100,,mixed_frequency,zero,auto,QE,0.005304061004051341,80.45293356916129,MIDAS,3.0,145.0,145.0,1.0,6.0,145.0,145.0,145.0,145.0,linear,{},0.006327646493207954,0.2,123.0,none,{},success,3.0,100.0,expanding,COMPLETE
156,0.006327646493207954,2026-04-21 18:03:33.610404,2026-04-21 18:03:37.353767,0 days 00:00:03.743363,zero,auto,6,,linear,none,3,100,,mixed_frequency,zero,auto,QE,0.005304061004051341,80.45293356916129,MIDAS,3.0,145.0,145.0,1.0,6.0,145.0,145.0,145.0,145.0,linear,{},0.006327646493207954,0.2,123.0,none,{},success,3.0,100.0,expanding,COMPLETE
157,0.006327646493207954,2026-04-21 18:03:37.483129,2026-04-21 18:03:41.225200,0 days 00:00:03.742071,zero,auto,6,,linear,none,3,100,,mixed_frequency,zero,auto,QE,0.005304061004051341,80.45293356916129,MIDAS,3.0,145.0,145.0,1.0,6.0,145.0,145.0,145.0,145.0,linear,{},0.006327646493207954,0.2,123.0,none,{},success,3.0,100.0,expanding,COMPLETE
158,0.006327646493207954,2026-04-21 18:03:41.361909,2026-04-21 18:03:45.170113,0 days 00:00:03.808204,zero,auto,6,,linear,none,3,100,,mixed_frequency,zero,auto,QE,0.005304061004051341,80.45293356916129,MIDAS,3.0,145.0,145.0,1.0,6.0,145.0,145.0,145.0,145.0,linear,{},0.006327646493207954,0.19,123.0,none,{},success,3.0,100.0,expanding,COMPLETE
159,0.006327646493207954,2026-04-21 18:03:45.289556,2026-04-21 18:03:49.038474,0 days 00:00:03.748918,zero,auto,6,,linear,none,3,100,,mixed_frequency,zero,auto,QE,0.005304061004051341,80.45293356916129,MIDAS,3.0,145.0,145.0,1.0,6.0,145.0,145.0,145.0,145.0,linear,{},0.006327646493207954,0.2,123.0,none,{},success,3.0,100.0,expanding,COMPLETE
160,0.006327646493207954,2026-04-21 18:03:49.165836,2026-04-21 18:03:53.009639,0 days 00:00:03.843803,zero,auto,6,,linear,none,3,100,,mixed_frequency,zero,auto,QE,0.005304061004051341,80.45293356916129,MIDAS,3.0,145.0,145.0,1.0,6.0,145.0,145.0,145.0,145.0,linear,{},0.006327646493207954,0.2,123.0,none,{},success,3.0,100.0,expanding,COMPLETE
161,0.006327646493207954,2026-04-21 18:03:53.193052,2026-04-21 18:03:57.022402,0 days 00:00:03.829350,zero,auto,6,,linear,none,3,100,,mixed_frequency,zero,auto,QE,0.005304061004051341,80.45293356916129,MIDAS,3.0,145.0,145.0,1.0,6.0,145.0,145.0,145.0,145.0,linear,{},0.006327646493207954,0.19,123.0,none,{},success,3.0,100.0,expanding,COMPLETE
162,0.006327646493207954,2026-04-21 18:03:57.145720,2026-04-21 18:04:01.056522,0 days 00:00:03.910802,zero,auto,6,,linear,none,3,100,,mixed_frequency,zero,auto,QE,0.005304061004051341,80.45293356916129,MIDAS,3.0,145.0,145.0,1.0,6.0,145.0,145.0,145.0,145.0,linear,{},0.006327646493207954,0.2,123.0,none,{},success,3.0,100.0,expanding,COMPLETE
163,0.007072737538968141,2026-04-21 18:04:01.185397,2026-04-21 18:04:07.442167,0 days 00:00:06.256770,zero,auto,6,,lasso,none,3,100,,mixed_frequency,zero,auto,QE,0.005930129418636613,123.02590452347542,MIDAS,3.0,145.0,145.0,1.0,6.0,145.0,145.0,145.0,145.0,lasso,{},0.007072737538968141,2.54,123.0,none,{},success,3.0,100.0,expanding,COMPLETE
164,0.014903576308189522,2026-04-21 18:04:07.574686,2026-04-21 18:04:12.666447,0 days 00:00:05.091761,zero,auto,6,,linear,none,3,80,,mixed_frequency,zero,auto,QE,0.00900411552902367,91.12376154596234,MIDAS,23.0,145.0,145.0,8.0,6.0,145.0,145.0,145.0,145.0,linear,{},0.014903576308189522,1.38,123.0,none,{},success,3.0,80.0,expanding,COMPLETE
165,0.006327646493207954,2026-04-21 18:04:12.790056,2026-04-21 18:04:16.739674,0 days 00:00:03.949618,zero,auto,6,,linear,none,3,100,,mixed_frequency,zero,auto,QE,0.005304061004051341,80.45293356916129,MIDAS,3.0,145.0,145.0,1.0,6.0,145.0,145.0,145.0,145.0,linear,{},0.006327646493207954,0.2,123.0,none,{},success,3.0,100.0,expanding,COMPLETE
166,0.006327646493207954,2026-04-21 18:04:16.924609,2026-04-21 18:04:20.762056,0 days 00:00:03.837447,zero,auto,6,,linear,none,3,100,,mixed_frequency,zero,auto,QE,0.005304061004051341,80.45293356916129,MIDAS,3.0,145.0,145.0,1.0,6.0,145.0,145.0,145.0,145.0,linear,{},0.006327646493207954,0.2,123.0,none,{},success,3.0,100.0,expanding,COMPLETE
167,0.006327646493207954,2026-04-21 18:04:20.894711,2026-04-21 18:04:24.767009,0 days 00:00:03.872298,zero,auto,6,,linear,none,3,100,,mixed_frequency,zero,auto,QE,0.005304061004051341,80.45293356916129,MIDAS,3.0,145.0,145.0,1.0,6.0,145.0,145.0,145.0,145.0,linear,{},0.006327646493207954,0.2,123.0,none,{},success,3.0,100.0,expanding,COMPLETE
168,0.006327646493207954,2026-04-21 18:04:24.894700,2026-04-21 18:04:28.714442,0 days 00:00:03.819742,zero,auto,6,,linear,none,3,100,,mixed_frequency,zero,auto,QE,0.005304061004051341,80.45293356916129,MIDAS,3.0,145.0,145.0,1.0,6.0,145.0,145.0,145.0,145.0,linear,{},0.006327646493207954,0.2,123.0,none,{},success,3.0,100.0,expanding,COMPLETE
169,0.006327646493207954,2026-04-21 18:04:28.839414,2026-04-21 18:04:32.692255,0 days 00:00:03.852841,zero,auto,6,,linear,none,3,100,,mixed_frequency,zero,auto,QE,0.005304061004051341,80.45293356916129,MIDAS,3.0,145.0,145.0,1.0,6.0,145.0,145.0,145.0,145.0,linear,{},0.006327646493207954,0.19,123.0,none,{},success,3.0,100.0,expanding,COMPLETE
170,0.007076079288306031,2026-04-21 18:04:32.816710,2026-04-21 18:04:39.022886,0 days 00:00:06.206176,zero,auto,6,0.10874647249450697,elasticnet,none,3,100,,mixed_frequency,zero,auto,QE,0.005933626690124723,123.16847677455509,MIDAS,3.0,145.0,145.0,1.0,6.0,145.0,145.0,145.0,145.0,elasticnet,"{""l1_ratio"": 0.10874647249450697}",0.007076079288306031,2.29,123.0,none,{},success,3.0,100.0,expanding,COMPLETE
171,,2026-04-21 18:04:39.205404,2026-04-21 18:04:42.618097,0 days 00:00:03.412693,zero,auto,6,,linear,none,3,120,Backtester returned empty DataFrame,mixed_frequency,zero,auto,QE,,,MIDAS,,145.0,,,6.0,,,,,linear,{},,0.0,123.0,none,{},failed,3.0,120.0,expanding,PRUNED
172,0.006327646493207954,2026-04-21 18:04:42.741922,2026-04-21 18:04:49.669922,0 days 00:00:06.928000,zero,auto,6,,linear,none,3,100,,mixed_frequency,zero,auto,QE,0.005304061004051341,80.45293356916129,MIDAS,3.0,145.0,145.0,1.0,6.0,145.0,145.0,145.0,145.0,linear,{},0.006327646493207954,0.2,123.0,none,{},success,3.0,100.0,expanding,COMPLETE
