number,value,datetime_start,datetime_complete,duration,params_corr_top_n_k,params_elasticnet_alpha,params_elasticnet_l1,params_enet_cv,params_enet_fill,params_enet_l1_ratio,params_enet_max_iter,params_fa_comp,params_fast_screen_k,params_lasso_alpha,params_lgbm_alpha,params_lgbm_colsample,params_lgbm_lambda,params_lgbm_lr,params_lgbm_max_depth,params_lgbm_min_child,params_lgbm_n_estimators,params_lgbm_num_leaves,params_lgbm_subsample,params_model,params_pca_comp,params_selector,params_step_size,params_train_window,params_variance_threshold,user_attrs_error_message,user_attrs_eval_mode,user_attrs_mae,user_attrs_mape,user_attrs_model,user_attrs_model_params,user_attrs_n_eval_points,user_attrs_n_features_input,user_attrs_n_features_used,user_attrs_n_folds,user_attrs_n_model_used_vars,user_attrs_n_raw_features,user_attrs_n_sel_features,user_attrs_n_trans_features,user_attrs_rmse,user_attrs_runtime_sec,user_attrs_seed,user_attrs_selector_method,user_attrs_selector_params,user_attrs_status,user_attrs_step_size,user_attrs_train_window,user_attrs_window_type,state
85,0.011003450417756175,2026-04-21 21:34:46.000478,2026-04-21 21:34:58.681009,0 days 00:00:12.680531,,,,5.0,mean,0.24379053504658282,1000.0,,,,,,,,,,,,,elasticnet,19.0,pca,3,80,,,common_frequency,0.007739965298278311,148.2640797096099,elasticnet,"{""l1_ratio"": 0.24379053504658282, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,40,19,287,19,287,0.011003450417756175,9.31,123,pca,"{""n_components"": 19}",success,3,80,expanding,COMPLETE
86,0.011611813178839948,2026-04-21 21:34:58.846058,2026-04-21 21:35:42.552388,0 days 00:00:43.706330,,,,3.0,mean,0.11859172304349544,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,2.9206559941681535e-06,,common_frequency,0.007493276562397217,157.26245582672638,elasticnet,"{""l1_ratio"": 0.11859172304349544, ""cv"": 3, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,284,287,284,287,0.011611813178839948,40.49,123,variance_filter,"{""threshold"": 2.9206559941681535e-06}",success,1,60,expanding,COMPLETE
87,0.010853469213629523,2026-04-21 21:35:42.682968,2026-04-21 21:36:31.101055,0 days 00:00:48.418087,,,,5.0,zero,0.2102297502326577,2000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,120,1.7018381209539933e-06,,common_frequency,0.006471959996897758,134.34132622302914,elasticnet,"{""l1_ratio"": 0.2102297502326577, ""cv"": 5, ""max_iter"": 2000, ""fill_strategy"": ""zero""}",120,287,287,120,287,287,287,287,0.010853469213629523,45.09,123,variance_filter,"{""threshold"": 1.7018381209539933e-06}",success,1,120,expanding,COMPLETE
88,0.005910487222900086,2026-04-21 21:36:31.227668,2026-04-21 21:38:12.074251,0 days 00:01:40.846583,,,,5.0,mean,0.1719930696685334,5000.0,,77.0,,,,,,,,,,,elasticnet,,fast_screen,1,60,,,common_frequency,0.004479833815844022,82.92543860678225,elasticnet,"{""l1_ratio"": 0.1719930696685334, ""cv"": 5, ""max_iter"": 5000, ""fill_strategy"": ""mean""}",120,287,287,120,77,287,77,287,0.005910487222900086,97.47,123,fast_screen,"{""top_n"": 77}",success,1,60,expanding,COMPLETE
89,0.010819037204790216,2026-04-21 21:38:12.205585,2026-04-21 21:39:11.770165,0 days 00:00:59.564580,,,,5.0,median,0.5196347495967185,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,4.635716655976717e-05,,common_frequency,0.006470346733680526,133.57879783736038,elasticnet,"{""l1_ratio"": 0.5196347495967185, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""median""}",120,287,287,120,250,287,250,287,0.010819037204790216,56.23,123,variance_filter,"{""threshold"": 4.635716655976717e-05}",success,1,60,expanding,COMPLETE
90,0.00689771894722421,2026-04-21 21:39:11.909853,2026-04-21 21:39:19.364418,0 days 00:00:07.454565,,0.010072609425337253,0.5877926634914254,5.0,mean,0.26898361236437685,1000.0,,,,,,,,,,,,,elasticnet,,elasticnet,3,60,,,common_frequency,0.005532162368982395,109.80143768307626,elasticnet,"{""l1_ratio"": 0.26898361236437685, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,40,3,287,3,287,0.00689771894722421,4.0,123,elasticnet,"{""alpha"": 0.010072609425337253, ""l1_ratio"": 0.5877926634914254}",success,3,60,expanding,COMPLETE
91,0.010740200445427773,2026-04-21 21:39:19.545916,2026-04-21 21:40:16.126289,0 days 00:00:56.580373,,,,5.0,mean,0.15144214981701087,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,1.5728542550542484e-06,,common_frequency,0.006422053257679472,132.3669141309456,elasticnet,"{""l1_ratio"": 0.15144214981701087, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,287,287,287,287,0.010740200445427773,53.22,123,variance_filter,"{""threshold"": 1.5728542550542484e-06}",success,1,60,expanding,COMPLETE
92,0.010808024221869023,2026-04-21 21:40:16.244159,2026-04-21 21:41:09.734010,0 days 00:00:53.489851,,,,5.0,mean,0.11011470608683703,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,5.469588148991371e-06,,common_frequency,0.006548432191992024,133.8301920961682,elasticnet,"{""l1_ratio"": 0.11011470608683703, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,276,287,276,287,0.010808024221869023,50.22,123,variance_filter,"{""threshold"": 5.469588148991371e-06}",success,1,60,expanding,COMPLETE
93,0.010861511800623926,2026-04-21 21:41:09.872631,2026-04-21 21:42:04.268237,0 days 00:00:54.395606,,,,5.0,mean,0.1561672173142405,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,8.923686155074728e-06,,common_frequency,0.006591696896241761,133.42160166728584,elasticnet,"{""l1_ratio"": 0.1561672173142405, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,267,287,267,287,0.010861511800623926,51.1,123,variance_filter,"{""threshold"": 8.923686155074728e-06}",success,1,60,expanding,COMPLETE
94,0.010727948822805132,2026-04-21 21:42:04.391252,2026-04-21 21:42:55.489985,0 days 00:00:51.098733,,,,5.0,mean,0.19263112005319155,1000.0,,,,,,,,,,,,,elasticnet,,none,1,60,,,common_frequency,0.006409608169731698,132.24605132931714,elasticnet,"{""l1_ratio"": 0.19263112005319155, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,287,287,287,287,0.010727948822805132,47.91,123,none,{},success,1,60,expanding,COMPLETE
95,0.01102554874066946,2026-04-21 21:42:55.613825,2026-04-21 21:43:49.589000,0 days 00:00:53.975175,,,,5.0,mean,0.12995770596010112,2000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,80,2.5593538644883935e-05,,common_frequency,0.006824218881728908,140.86529961835282,elasticnet,"{""l1_ratio"": 0.12995770596010112, ""cv"": 5, ""max_iter"": 2000, ""fill_strategy"": ""mean""}",120,287,287,120,253,287,253,287,0.01102554874066946,50.67,123,variance_filter,"{""threshold"": 2.5593538644883935e-05}",success,1,80,expanding,COMPLETE
96,0.0070391675939361865,2026-04-21 21:43:49.755288,2026-04-21 21:44:23.454753,0 days 00:00:33.699465,26.0,,,5.0,mean,0.6568047489235574,1000.0,,,,,,,,,,,,,elasticnet,,corr_top_n,1,60,,,common_frequency,0.005286270505597006,94.64448159829774,elasticnet,"{""l1_ratio"": 0.6568047489235574, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,26,287,26,287,0.0070391675939361865,30.32,123,corr_top_n,"{""top_n"": 26}",success,1,60,expanding,COMPLETE
97,0.009450492075972376,2026-04-21 21:44:23.599888,2026-04-21 21:44:57.532355,0 days 00:00:33.932467,,,,,,,,,,,0.0005303451475861672,0.7197528070827233,0.1468511576721124,0.07857076959722274,5.0,13.0,394.0,36.0,0.6681609855422094,lightgbm,,variance_filter,1,60,1.1317684530140811e-05,,common_frequency,0.006310613875323672,100.1982910260848,lightgbm,"{""n_estimators"": 394, ""learning_rate"": 0.07857076959722274, ""num_leaves"": 36, ""max_depth"": 5, ""min_child_samples"": 13, ""subsample"": 0.6681609855422094, ""colsample_bytree"": 0.7197528070827233, ""reg_alpha"": 0.0005303451475861672, ""reg_lambda"": 0.1468511576721124}",120,287,287,120,264,287,264,287,0.009450492075972376,30.15,123,variance_filter,"{""threshold"": 1.1317684530140811e-05}",success,1,60,expanding,COMPLETE
98,0.007919173712663858,2026-04-21 21:44:57.662199,2026-04-21 21:45:13.006091,0 days 00:00:15.343892,,,,3.0,mean,0.22708030922198666,1000.0,,,0.0013648631915640567,,,,,,,,,,elasticnet,,lasso,1,100,,,common_frequency,0.005490637679441238,109.52701895747077,elasticnet,"{""l1_ratio"": 0.22708030922198666, ""cv"": 3, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,16,287,16,287,0.007919173712663858,12.08,123,lasso,"{""alpha"": 0.0013648631915640567}",success,1,100,expanding,COMPLETE
99,0.010728537979747137,2026-04-21 21:45:13.133890,2026-04-21 21:45:34.649329,0 days 00:00:21.515439,,,,5.0,mean,0.7327668953144519,2000.0,,,,,,,,,,,,,elasticnet,,variance_filter,3,60,4.410963388149528e-06,,common_frequency,0.006381716082010028,131.83581004956125,elasticnet,"{""l1_ratio"": 0.7327668953144519, ""cv"": 5, ""max_iter"": 2000, ""fill_strategy"": ""mean""}",120,287,287,40,280,287,280,287,0.010728537979747137,18.26,123,variance_filter,"{""threshold"": 4.410963388149528e-06}",success,3,60,expanding,COMPLETE
100,0.007221292552514727,2026-04-21 21:45:34.773274,2026-04-21 21:46:41.279170,0 days 00:01:06.505896,,,,5.0,mean,0.18345394025232353,1000.0,,54.0,,,,,,,,,,,elasticnet,,fast_screen,1,60,,,common_frequency,0.0051770042314679635,95.89252468636455,elasticnet,"{""l1_ratio"": 0.18345394025232353, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,54,287,54,287,0.007221292552514727,63.2,123,fast_screen,"{""top_n"": 54}",success,1,60,expanding,COMPLETE
101,0.010727330095563179,2026-04-21 21:46:41.434260,2026-04-21 21:47:40.081921,0 days 00:00:58.647661,,,,5.0,mean,0.28428457931714135,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,3.057251102564017e-06,,common_frequency,0.006328702253976487,131.11931751558495,elasticnet,"{""l1_ratio"": 0.28428457931714135, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,283,287,283,287,0.010727330095563179,55.43,123,variance_filter,"{""threshold"": 3.057251102564017e-06}",success,1,60,expanding,COMPLETE
102,0.010725077609726534,2026-04-21 21:47:40.204317,2026-04-21 21:48:39.214077,0 days 00:00:59.009760,,,,5.0,mean,0.3109130434709786,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,1.307009303252472e-06,,common_frequency,0.006338279212066309,131.40237730600427,elasticnet,"{""l1_ratio"": 0.3109130434709786, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,287,287,287,287,0.010725077609726534,55.71,123,variance_filter,"{""threshold"": 1.307009303252472e-06}",success,1,60,expanding,COMPLETE
103,0.007487170192593625,2026-04-21 21:48:39.338049,2026-04-21 21:49:17.272090,0 days 00:00:37.934041,,,,5.0,mean,0.3366927691076124,1000.0,10.0,,,,,,,,,,,,elasticnet,,factor_analysis,1,60,,,common_frequency,0.005679885634051934,109.62209542876036,elasticnet,"{""l1_ratio"": 0.3366927691076124, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,10,287,10,287,0.007487170192593625,34.69,123,factor_analysis,"{""n_components"": 10}",success,1,60,expanding,COMPLETE
104,0.010745375014684644,2026-04-21 21:49:17.401696,2026-04-21 21:50:14.736469,0 days 00:00:57.334773,,,,5.0,mean,0.24441809838216616,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,4.146139937026016e-06,,common_frequency,0.006426085857856008,132.21875203297594,elasticnet,"{""l1_ratio"": 0.24441809838216616, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,281,287,281,287,0.010745375014684644,54.01,123,variance_filter,"{""threshold"": 4.146139937026016e-06}",success,1,60,expanding,COMPLETE
105,0.01089275116721431,2026-04-21 21:50:14.868032,2026-04-21 21:51:00.430889,0 days 00:00:45.562857,,,,5.0,zero,0.85414841888453,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,80,2.204158621065965e-06,,common_frequency,0.006462390434612461,134.81511223561827,elasticnet,"{""l1_ratio"": 0.85414841888453, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""zero""}",120,287,287,120,287,287,287,287,0.01089275116721431,42.31,123,variance_filter,"{""threshold"": 2.204158621065965e-06}",success,1,80,expanding,COMPLETE
106,0.010739917955129637,2026-04-21 21:51:00.601215,2026-04-21 21:51:52.310716,0 days 00:00:51.709501,,,,5.0,mean,0.21603214546814184,1000.0,,,,,,,,,,,,,elasticnet,,none,1,60,,,common_frequency,0.006406826082399957,132.03930466962987,elasticnet,"{""l1_ratio"": 0.21603214546814184, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,287,287,287,287,0.010739917955129637,48.45,123,none,{},success,1,60,expanding,COMPLETE
107,0.011334002840189043,2026-04-21 21:51:52.444659,2026-04-21 21:52:22.568859,0 days 00:00:30.124200,,,,5.0,mean,0.27353815978767404,2000.0,,,,,,,,,,,,,elasticnet,13.0,pca,1,60,,,common_frequency,0.007971987758387514,154.71052478135863,elasticnet,"{""l1_ratio"": 0.27353815978767404, ""cv"": 5, ""max_iter"": 2000, ""fill_strategy"": ""mean""}",120,287,287,120,13,287,13,287,0.011334002840189043,26.84,123,pca,"{""n_components"": 13}",success,1,60,expanding,COMPLETE
108,0.010885134652763633,2026-04-21 21:52:22.705616,2026-04-21 21:52:45.058025,0 days 00:00:22.352409,,,,5.0,median,0.31966921563752865,5000.0,,,,,,,,,,,,,elasticnet,,variance_filter,3,120,1.3935174832130227e-06,,common_frequency,0.006579474833235825,135.82357602251597,elasticnet,"{""l1_ratio"": 0.31966921563752865, ""cv"": 5, ""max_iter"": 5000, ""fill_strategy"": ""median""}",120,287,287,40,287,287,287,287,0.010885134652763633,19.02,123,variance_filter,"{""threshold"": 1.3935174832130227e-06}",success,3,120,expanding,COMPLETE
109,0.010759353050580584,2026-04-21 21:52:45.190343,2026-04-21 21:53:41.624486,0 days 00:00:56.434143,,,,5.0,mean,0.15258572705522044,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,3.0350590053820574e-06,,common_frequency,0.006422107505710042,132.15981600718732,elasticnet,"{""l1_ratio"": 0.15258572705522044, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,283,287,283,287,0.010759353050580584,53.07,123,variance_filter,"{""threshold"": 3.0350590053820574e-06}",success,1,60,expanding,COMPLETE
110,0.01269198749343311,2026-04-21 21:53:41.766804,2026-04-21 21:53:54.094463,0 days 00:00:12.327659,,0.004161382930498335,0.3727874197936554,,,,,,,,0.07811792472707212,0.6063858944173606,0.0004888742414513182,0.003103125038040286,-1.0,29.0,156.0,24.0,0.8251865480049567,lightgbm,,elasticnet,1,60,,,common_frequency,0.008029207803761443,153.21104755678843,lightgbm,"{""n_estimators"": 156, ""learning_rate"": 0.003103125038040286, ""num_leaves"": 24, ""max_depth"": -1, ""min_child_samples"": 29, ""subsample"": 0.8251865480049567, ""colsample_bytree"": 0.6063858944173606, ""reg_alpha"": 0.07811792472707212, ""reg_lambda"": 0.0004888742414513182}",120,287,287,120,14,287,14,287,0.01269198749343311,8.47,123,elasticnet,"{""alpha"": 0.004161382930498335, ""l1_ratio"": 0.3727874197936554}",success,1,60,expanding,COMPLETE
111,0.010868653151697239,2026-04-21 21:53:54.267270,2026-04-21 21:54:51.599253,0 days 00:00:57.331983,,,,5.0,mean,0.2321770273985706,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,2.0662939483985534e-05,,common_frequency,0.006722114174025924,139.5930935537222,elasticnet,"{""l1_ratio"": 0.2321770273985706, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,255,287,255,287,0.010868653151697239,53.65,123,variance_filter,"{""threshold"": 2.0662939483985534e-05}",success,1,60,expanding,COMPLETE
112,0.010775581061198972,2026-04-21 21:54:51.729305,2026-04-21 21:55:46.476504,0 days 00:00:54.747199,,,,5.0,mean,0.17510378695646575,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,1.2275788194566818e-05,,common_frequency,0.006579053660648622,134.67128688035135,elasticnet,"{""l1_ratio"": 0.17510378695646575, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,259,287,259,287,0.010775581061198972,51.43,123,variance_filter,"{""threshold"": 1.2275788194566818e-05}",success,1,60,expanding,COMPLETE
113,0.010869239919955585,2026-04-21 21:55:46.602576,2026-04-21 21:56:38.882276,0 days 00:00:52.279700,,,,5.0,mean,0.10123588169510442,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,9.12100543040544e-06,,common_frequency,0.006617434246350558,134.07030673883048,elasticnet,"{""l1_ratio"": 0.10123588169510442, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,266,287,266,287,0.010869239919955585,49.01,123,variance_filter,"{""threshold"": 9.12100543040544e-06}",success,1,60,expanding,COMPLETE
114,0.011021991216229439,2026-04-21 21:56:39.009408,2026-04-21 21:57:32.865875,0 days 00:00:53.856467,,,,5.0,mean,0.12118159697660075,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,4.337328388583006e-05,,common_frequency,0.00680010788016207,140.7635244159563,elasticnet,"{""l1_ratio"": 0.12118159697660075, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,251,287,251,287,0.011021991216229439,50.6,123,variance_filter,"{""threshold"": 4.337328388583006e-05}",success,1,60,expanding,COMPLETE
115,0.010732637855807681,2026-04-21 21:57:32.997396,2026-04-21 21:58:31.622257,0 days 00:00:58.624861,,,,5.0,mean,0.2577477536588196,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,80,1.9130282403380755e-06,,common_frequency,0.0063811709265091734,131.8143647665562,elasticnet,"{""l1_ratio"": 0.2577477536588196, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,287,287,287,287,0.010732637855807681,55.25,123,variance_filter,"{""threshold"": 1.9130282403380755e-06}",success,1,80,expanding,COMPLETE
116,0.006830275455011427,2026-04-21 21:58:31.796328,2026-04-21 21:59:45.963273,0 days 00:01:14.166945,,,,3.0,mean,0.29389029299424674,2000.0,,76.0,,,,,,,,,,,elasticnet,,fast_screen,1,60,,,common_frequency,0.004845468756043676,96.09215782810861,elasticnet,"{""l1_ratio"": 0.29389029299424674, ""cv"": 3, ""max_iter"": 2000, ""fill_strategy"": ""mean""}",120,287,287,120,76,287,76,287,0.006830275455011427,70.89,123,fast_screen,"{""top_n"": 76}",success,1,60,expanding,COMPLETE
117,0.010769385208317687,2026-04-21 21:59:46.092695,2026-04-21 22:00:42.707924,0 days 00:00:56.615229,,,,5.0,mean,0.20856779404502934,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,4.957572261712532e-06,,common_frequency,0.006472165906732934,132.35885534405017,elasticnet,"{""l1_ratio"": 0.20856779404502934, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,277,287,277,287,0.010769385208317687,53.35,123,variance_filter,"{""threshold"": 4.957572261712532e-06}",success,1,60,expanding,COMPLETE
118,0.010743100323287982,2026-04-21 22:00:42.833865,2026-04-21 22:01:01.529636,0 days 00:00:18.695771,,,,5.0,mean,0.1445451249860812,1000.0,,,,,,,,,,,,,elasticnet,,none,3,100,,,common_frequency,0.006429383971954708,132.5154694391769,elasticnet,"{""l1_ratio"": 0.1445451249860812, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,40,287,287,287,287,0.010743100323287982,15.59,123,none,{},success,3,100,expanding,COMPLETE
119,0.010717943518178024,2026-04-21 22:01:01.666467,2026-04-21 22:02:01.714218,0 days 00:01:00.047751,,,,5.0,mean,0.46729676315293234,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,1.2422345421074054e-06,,common_frequency,0.00633508884070689,131.36968534112123,elasticnet,"{""l1_ratio"": 0.46729676315293234, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,287,287,287,287,0.010717943518178024,56.8,123,variance_filter,"{""threshold"": 1.2422345421074054e-06}",success,1,60,expanding,COMPLETE
120,0.007104990741625105,2026-04-21 22:02:01.848709,2026-04-21 22:02:54.970526,0 days 00:00:53.121817,40.0,,,5.0,mean,0.16340942165368413,2000.0,,,,,,,,,,,,,elasticnet,,corr_top_n,1,60,,,common_frequency,0.005108083340139137,92.54259222869946,elasticnet,"{""l1_ratio"": 0.16340942165368413, ""cv"": 5, ""max_iter"": 2000, ""fill_strategy"": ""mean""}",120,287,287,120,40,287,40,287,0.007104990741625105,49.82,123,corr_top_n,"{""top_n"": 40}",success,1,60,expanding,COMPLETE
121,0.010721182716739061,2026-04-21 22:02:55.141487,2026-04-21 22:03:15.443006,0 days 00:00:20.301519,,,,5.0,mean,0.39240919202968605,2000.0,,,,,,,,,,,,,elasticnet,,none,3,80,,,common_frequency,0.006337399731340648,131.38628391612542,elasticnet,"{""l1_ratio"": 0.39240919202968605, ""cv"": 5, ""max_iter"": 2000, ""fill_strategy"": ""mean""}",120,287,287,40,287,287,287,287,0.010721182716739061,17.15,123,none,{},success,3,80,expanding,COMPLETE
122,0.0107223636302336,2026-04-21 22:03:15.574491,2026-04-21 22:03:35.542466,0 days 00:00:19.967975,,,,5.0,mean,0.3703899607065861,2000.0,,,,,,,,,,,,,elasticnet,,none,3,80,,,common_frequency,0.006338215959928092,131.39330062697232,elasticnet,"{""l1_ratio"": 0.3703899607065861, ""cv"": 5, ""max_iter"": 2000, ""fill_strategy"": ""mean""}",120,287,287,40,287,287,287,287,0.0107223636302336,16.79,123,none,{},success,3,80,expanding,COMPLETE
123,0.010716579066450047,2026-04-21 22:03:35.675466,2026-04-21 22:03:55.588250,0 days 00:00:19.912784,,,,5.0,mean,0.5944089078308055,2000.0,,,,,,,,,,,,,elasticnet,,none,3,80,,,common_frequency,0.006334332466332887,131.48529875717787,elasticnet,"{""l1_ratio"": 0.5944089078308055, ""cv"": 5, ""max_iter"": 2000, ""fill_strategy"": ""mean""}",120,287,287,40,287,287,287,287,0.010716579066450047,16.69,123,none,{},success,3,80,expanding,COMPLETE
124,0.01087495924923939,2026-04-21 22:03:55.719912,2026-04-21 22:04:14.209835,0 days 00:00:18.489923,,,,5.0,zero,0.24516280552352057,2000.0,,,,,,,,,,,,,elasticnet,,variance_filter,3,80,2.4166230621295536e-06,,common_frequency,0.006483115332326908,134.7462450605683,elasticnet,"{""l1_ratio"": 0.24516280552352057, ""cv"": 5, ""max_iter"": 2000, ""fill_strategy"": ""zero""}",120,287,287,40,285,287,285,287,0.01087495924923939,15.27,123,variance_filter,"{""threshold"": 2.4166230621295536e-06}",success,3,80,expanding,COMPLETE
125,0.0120979000583603,2026-04-21 22:04:14.334668,2026-04-21 22:04:29.022340,0 days 00:00:14.687672,,,,5.0,mean,0.2796398294821296,1000.0,7.0,,,,,,,,,,,,elasticnet,,factor_analysis,3,80,,,common_frequency,0.007880292821543254,151.9396858015513,elasticnet,"{""l1_ratio"": 0.2796398294821296, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,40,7,287,7,287,0.0120979000583603,11.41,123,factor_analysis,"{""n_components"": 7}",success,3,80,expanding,COMPLETE
126,0.013334236640221635,2026-04-21 22:04:29.188969,2026-04-21 22:04:46.164117,0 days 00:00:16.975148,,,,5.0,mean,0.12843220084713694,1000.0,,,0.08273089836750243,,,,,,,,,,elasticnet,,lasso,1,60,,,common_frequency,0.008319198161745093,172.21702064608394,elasticnet,"{""l1_ratio"": 0.12843220084713694, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,5,287,5,287,0.013334236640221635,13.67,123,lasso,"{""alpha"": 0.08273089836750243}",success,1,60,expanding,COMPLETE
127,0.010886946668423603,2026-04-21 22:04:46.301724,2026-04-21 22:05:40.576936,0 days 00:00:54.275212,,,,5.0,median,0.3537260273470623,5000.0,,,,,,,,,,,,,elasticnet,,none,1,60,,,common_frequency,0.006585392109660196,135.8829561710535,elasticnet,"{""l1_ratio"": 0.3537260273470623, ""cv"": 5, ""max_iter"": 5000, ""fill_strategy"": ""median""}",120,287,287,120,287,287,287,287,0.010886946668423603,51.15,123,none,{},success,1,60,expanding,COMPLETE
128,0.010823945148432892,2026-04-21 22:05:40.720383,2026-04-21 22:06:37.683683,0 days 00:00:56.963300,,,,5.0,mean,0.25910710072021126,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,120,1.7080606876216184e-05,,common_frequency,0.006645627649599567,138.02491069952762,elasticnet,"{""l1_ratio"": 0.25910710072021126, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,256,287,256,287,0.010823945148432892,53.67,123,variance_filter,"{""threshold"": 1.7080606876216184e-05}",success,1,120,expanding,COMPLETE
129,0.009886028076979424,2026-04-21 22:06:37.806163,2026-04-21 22:07:11.466359,0 days 00:00:33.660196,,,,,,,,,76.0,,0.005447739422091827,0.8507112664020534,0.015796790454251152,0.01223060068208349,5.0,23.0,349.0,35.0,0.5002543469190593,lightgbm,,fast_screen,1,60,,,common_frequency,0.00589343395163073,74.65741817032936,lightgbm,"{""n_estimators"": 349, ""learning_rate"": 0.01223060068208349, ""num_leaves"": 35, ""max_depth"": 5, ""min_child_samples"": 23, ""subsample"": 0.5002543469190593, ""colsample_bytree"": 0.8507112664020534, ""reg_alpha"": 0.005447739422091827, ""reg_lambda"": 0.015796790454251152}",120,287,287,120,76,287,76,287,0.009886028076979424,29.83,123,fast_screen,"{""top_n"": 76}",success,1,60,expanding,COMPLETE
130,0.011447776074283187,2026-04-21 22:07:11.595606,2026-04-21 22:07:28.203001,0 days 00:00:16.607395,,,,3.0,mean,0.1863023054273204,2000.0,,,,,,,,,,,,,elasticnet,,variance_filter,3,60,7.625198736780596e-06,,common_frequency,0.007270888205311838,151.65038716460023,elasticnet,"{""l1_ratio"": 0.1863023054273204, ""cv"": 3, ""max_iter"": 2000, ""fill_strategy"": ""mean""}",120,287,287,40,272,287,272,287,0.011447776074283187,13.22,123,variance_filter,"{""threshold"": 7.625198736780596e-06}",success,3,60,expanding,COMPLETE
131,0.010713677467966263,2026-04-21 22:07:28.371103,2026-04-21 22:08:26.981408,0 days 00:00:58.610305,,,,5.0,mean,0.7032535669538564,1000.0,,,,,,,,,,,,,elasticnet,,variance_filter,1,60,1.0399731808323877e-06,,common_frequency,0.006332145845422718,131.42047528390924,elasticnet,"{""l1_ratio"": 0.7032535669538564, ""cv"": 5, ""max_iter"": 1000, ""fill_strategy"": ""mean""}",120,287,287,120,287,287,287,287,0.010713677467966263,55.27,123,variance_filter,"{""threshold"": 1.0399731808323877e-06}",success,1,60,expanding,COMPLETE
